link_seq_id,link_id,vdf_type,from_node_id,to_node_id,lanes,distance_km,distance_mile,fftt,meso_link_id,meso_link_incoming_volume,tmc,tmc_corridor_name,tmc_corridor_id,tmc_road_order,tmc_road_sequence,subarea_id,link_type,link_type_code,vdf_code,time_period,volume,ref_volume,ref_diff,restricted_turn_nodes,auto_turn_volume,ODME_volume_before,ODME_volume_after,ODME_volume_diff,ODME_obs_count,ODME_upperbound_capacity_type,ODME_obs_count_dev,preload_volume,mode_type_volume,travel_time,speed_kmph,speed_mph,speed_ratio,VOC,DOC,lane_capacity,link_capacity,queue,total_simu_waiting_time_in_min,avg_simu_waiting_time_in_min,plf,lanes,D_per_hour_per_lane,QVDF_cd,QVDF_n,P,severe_congestion_duration_in_h,vf,v_congestion_cutoff,QVDF_cp,QVDF_s,QVDF_v,vt2,VMT,VHT,PMT,PHT,PDT_vf,PDT_vc,geometry,moving_agent_vol_auto,moving_agent_vol_walk,moving_agent_vol_bike,moving_agent_vol_bus,moving_agent_vol_truck,moving_agent_vol_cav,moving_agent_vol_ev,moving_agent_vol_hov,MEU_vol_auto,MEU_vol_walk,MEU_vol_bike,MEU_vol_bus,MEU_vol_truck,MEU_vol_cav,MEU_vol_ev,MEU_vol_hov,mode_link_cap_auto,mode_link_cap_walk,mode_link_cap_bike,mode_link_cap_bus,mode_link_cap_truck,mode_link_cap_cav,mode_link_cap_ev,mode_link_cap_hov,mode_DOC_auto,mode_DOC_walk,mode_DOC_bike,mode_DOC_bus,mode_DOC_truck,mode_DOC_cav,mode_DOC_ev,mode_DOC_hov,mode_TT_auto,mode_TT_walk,mode_TT_bike,mode_TT_bus,mode_TT_truck,mode_TT_cav,mode_TT_ev,mode_TT_hov,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,DTM_type,DTM_volume_before,DTM_volume_after,DTM_volume_diff,DTM_speed_before,DTM_speed_after,DTM_speed_diff,DTM_DoC_before,DTM_DoC_after,DTM_Doc_diff,DTM_P_before,DTM_P_after,DTM_P_diff,notes
45,45,bpr,15,19,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,19087.963,-1.000,0.000,,17:6758;20:5504;,0.000,0.000,0.000,,,,0.000,19087.963,4.328,41.594,25.851,0.693,1.311,1.311,14564.753,14564.753,0.000,0.000,0.000,1.000,1.000,19087.962,0.955,1.142,1.300,0.583,60.000,51.000,0.400,4.000,28.255,23.788,35589.738,1376.723,35589.738,1376.723,422.325,253.902,"LINESTRING (-96.731501 43.529136, -96.711314 43.529326)",19087.962,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19087.962,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14564.753,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.310559,0.000000,0.000000,0.000000,1.310559,1.310559,1.310559,1.310559,4.328,999900.000,999900.000,999900.000,4.328,4.328,4.328,4.328,60.000,60.000,60.000,60.000,36.923,25.862,24.505,31.936,54.274,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,19087.963,19087.963,0.000,41.594,41.594,0.000,1.311,1.311,0.000,1.300,1.300,0.000,period-based
46,46,bpr,15,22,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,18394.773,-1.000,0.000,,21:4471;23:3334;,0.000,0.000,0.000,,,,0.000,18394.773,9.068,19.850,12.337,0.331,1.916,1.916,9599.181,9599.181,0.000,0.000,0.000,1.000,1.000,18394.773,0.955,1.142,2.006,1.083,60.000,51.000,0.400,4.000,10.898,6.814,34297.277,2780.098,34297.277,2780.098,1860.359,1698.052,"LINESTRING (-96.731768 43.529396, -96.731506 43.514853)",18394.773,0.000,0.000,0.000,0.000,0.000,0.000,0.000,18394.773,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9599.181,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.916286,0.000000,0.000000,0.000000,1.916286,1.916286,1.916286,1.916286,9.068,999900.000,999900.000,999900.000,9.068,9.068,9.068,9.068,60.000,60.000,60.000,60.000,9.543,7.218,6.954,8.433,43.646,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,18394.773,18394.773,0.000,19.850,19.850,0.000,1.916,1.916,0.000,2.006,2.006,0.000,period-based
47,47,bpr,16,8,1.000000,5.000000,3.107520,5.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8400.757,-1.000,0.000,,6:3826;9:1218;,0.000,0.000,0.000,,,,0.000,8400.757,10.762,27.875,17.324,0.465,1.665,1.665,5045.823,5045.823,0.000,0.000,0.000,1.000,1.000,8400.757,0.955,1.142,1.709,1.083,60.000,51.000,0.400,4.000,16.470,11.560,26105.521,1506.878,26105.521,1506.878,806.815,683.275,"LINESTRING (-96.711117 43.546744, -96.711117 43.562324)",8400.757,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8400.757,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5045.823,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.664893,0.000000,0.000000,0.000000,1.664893,1.664893,1.664893,1.664893,10.762,999900.000,999900.000,999900.000,10.762,10.762,10.762,10.762,60.000,60.000,60.000,60.000,17.493,12.412,11.853,15.037,46.868,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8400.757,8400.757,0.000,27.875,27.875,0.000,1.665,1.665,0.000,1.709,1.709,0.000,period-based
48,48,bpr,16,10,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,11076.195,-1.000,0.000,,9:569;11:2452;15:0;,0.000,0.000,0.000,,,,0.000,11076.195,20.255,11.849,7.364,0.197,2.281,2.281,4854.918,4854.918,0.000,0.000,0.000,1.000,1.000,11076.195,0.955,1.142,2.449,1.083,60.000,51.000,0.400,4.000,6.077,3.316,27535.600,3739.134,27535.600,3739.134,3000.720,2870.412,"LINESTRING (-96.711401 43.547008, -96.731457 43.545535)",11076.195,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11076.195,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4854.918,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,2.281438,0.000000,0.000000,0.000000,2.281438,2.281438,2.281438,2.281438,20.255,999900.000,999900.000,999900.000,20.255,20.255,20.255,20.255,60.000,60.000,60.000,60.000,4.212,3.456,3.365,3.861,41.548,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,11076.195,11076.195,0.000,11.849,11.849,0.000,2.281,2.281,0.000,2.449,2.449,0.000,period-based
49,49,bpr,16,17,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,11635.637,-1.000,0.000,,10:0;19:3126;,0.000,0.000,0.000,,,,0.000,11635.637,9.350,12.834,7.976,0.214,2.225,2.225,5229.910,5229.910,0.000,0.000,0.000,1.000,1.000,11635.637,0.955,1.142,2.379,1.083,60.000,51.000,0.400,4.000,6.636,3.690,14463.190,1813.278,14463.190,1813.278,1425.423,1356.979,"LINESTRING (-96.711647 43.546744, -96.711647 43.541280)",11635.637,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11635.637,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5229.910,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,2.224825,0.000000,0.000000,0.000000,2.224825,2.224825,2.224825,2.224825,9.350,999900.000,999900.000,999900.000,9.350,9.350,9.350,9.350,60.000,60.000,60.000,60.000,4.748,3.854,3.747,4.331,41.754,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,11635.637,11635.637,0.000,12.834,12.834,0.000,2.225,2.225,0.000,2.379,2.379,0.000,period-based
50,50,bpr,16,18,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,15375.700,-1.000,0.000,,7:5363;20:8111;,0.000,0.000,0.000,,,,0.000,15375.700,3.168,56.824,35.316,0.947,0.781,0.781,19679.897,19679.897,0.000,0.000,0.000,1.000,1.000,15375.701,0.955,1.142,0.356,0.000,60.000,51.000,0.400,4.000,50.617,50.675,28668.180,811.753,28668.180,811.753,42.968,0.000,"LINESTRING (-96.711382 43.546479, -96.694078 43.546479)",15375.701,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15375.701,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19679.897,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,0.781290,0.000000,0.000000,0.000000,0.781290,0.781290,0.781290,0.781290,3.168,999900.000,999900.000,999900.000,3.168,3.168,3.168,3.168,60.000,60.000,60.000,60.000,57.671,55.600,54.820,55.343,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,15375.700,15375.700,0.000,56.824,56.824,0.000,0.781,0.781,0.000,0.356,0.356,0.000,period-based
51,51,bpr,17,10,1.000000,8.000000,4.972032,8.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8100.000,-1.000,0.000,,9:2288;11:1911;15:0;,0.000,0.000,0.000,,,,0.000,8100.000,16.308,29.433,18.293,0.491,1.622,1.622,4993.511,4993.511,0.000,0.000,0.000,1.000,1.000,8100.000,0.955,1.142,1.659,1.083,60.000,51.000,0.400,4.000,17.652,12.657,40273.461,2201.582,40273.461,2201.582,1121.582,930.994,"LINESTRING (-96.711330 43.541540, -96.731386 43.545531)",8100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8100.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4993.511,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.622105,0.000000,0.000000,0.000000,1.622105,1.622105,1.622105,1.622105,16.308,999900.000,999900.000,999900.000,16.308,16.308,16.308,16.308,60.000,60.000,60.000,60.000,19.375,13.621,12.989,16.595,47.631,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8100.000,8100.000,0.000,29.433,29.433,0.000,1.622,1.622,0.000,1.659,1.659,0.000,period-based
52,52,bpr,17,16,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,11634.559,-1.000,0.000,,8:1962;10:0;18:3740;,0.000,0.000,0.000,,,,0.000,11634.559,9.348,12.838,7.979,0.214,2.225,2.225,5229.910,5229.910,0.000,0.000,0.000,1.000,1.000,11634.558,0.955,1.142,2.379,1.083,60.000,51.000,0.400,4.000,6.638,3.691,14461.851,1812.582,14461.851,1812.582,1424.763,1356.324,"LINESTRING (-96.711117 43.541280, -96.711117 43.546744)",11634.558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,11634.558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5229.910,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,2.224619,0.000000,0.000000,0.000000,2.224619,2.224619,2.224619,2.224619,9.348,999900.000,999900.000,999900.000,9.348,9.348,9.348,9.348,60.000,60.000,60.000,60.000,4.750,3.856,3.749,4.333,41.755,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,11634.559,11634.559,0.000,12.838,12.838,0.000,2.225,2.225,0.000,2.379,2.379,0.000,period-based
53,53,bpr,17,19,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,9922.948,-1.000,0.000,,15:6780;20:174;,0.000,0.000,0.000,,,,0.000,9922.948,7.371,16.280,10.118,0.271,2.057,2.057,4823.951,4823.951,0.000,0.000,0.000,1.000,1.000,9922.948,0.955,1.142,2.176,1.083,60.000,51.000,0.400,4.000,8.665,5.119,12334.305,1219.070,12334.305,1219.070,888.305,829.935,"LINESTRING (-96.711647 43.541279, -96.711581 43.529590)",9922.948,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9922.948,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4823.951,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,2.057017,0.000000,0.000000,0.000000,2.057017,2.057017,2.057017,2.057017,7.371,999900.000,999900.000,999900.000,7.371,7.371,7.371,7.371,60.000,60.000,60.000,60.000,6.879,5.386,5.212,6.174,42.586,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,9922.948,9922.948,0.000,16.280,16.280,0.000,2.057,2.057,0.000,2.176,2.176,0.000,period-based
54,54,bpr,18,7,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,15914.358,-1.000,0.000,,8:7963;,0.000,0.000,0.000,,,,0.000,15914.358,2.064,58.135,36.131,0.969,0.680,0.680,23403.473,23403.473,0.000,0.000,0.000,1.000,1.000,15914.359,0.955,1.142,0.204,0.000,60.000,51.000,0.400,4.000,54.231,50.965,19781.676,547.492,19781.676,547.492,17.014,0.000,"LINESTRING (-96.693814 43.546733, -96.693158 43.563833)",15914.359,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15914.359,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23403.473,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,0.680000,0.000000,0.000000,0.000000,0.680000,0.680000,0.680000,0.680000,2.064,999900.000,999900.000,999900.000,2.064,2.064,2.064,2.064,60.000,60.000,60.000,60.000,58.792,56.794,54.990,57.584,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,15914.358,15914.358,0.000,58.135,58.135,0.000,0.680,0.680,0.000,0.204,0.204,0.000,period-based
55,55,bpr,18,16,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,15414.489,-1.000,0.000,,10:4540;17:3732;,0.000,0.000,0.000,,,,0.000,15414.489,3.169,56.794,35.297,0.947,0.783,0.783,19679.897,19679.897,0.000,0.000,0.000,1.000,1.000,15414.490,0.955,1.142,0.359,0.000,60.000,51.000,0.400,4.000,50.537,50.662,28740.502,814.237,28740.502,814.237,43.513,0.000,"LINESTRING (-96.694078 43.547008, -96.711382 43.547008)",15414.490,0.000,0.000,0.000,0.000,0.000,0.000,0.000,15414.490,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19679.897,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,0.783261,0.000000,0.000000,0.000000,0.783261,0.783261,0.783261,0.783261,3.169,999900.000,999900.000,999900.000,3.169,3.169,3.169,3.169,60.000,60.000,60.000,60.000,57.658,55.547,54.775,55.317,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,15414.489,15414.489,0.000,56.794,56.794,0.000,0.783,0.783,0.000,0.359,0.359,0.000,period-based
56,56,bpr,18,20,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,19067.398,-1.000,0.000,,19:3773;21:3502;22:3900;,0.000,0.000,0.000,,,,0.000,19067.398,4.264,56.280,34.979,0.938,0.815,0.815,23403.473,23403.473,0.000,0.000,0.000,1.000,1.000,19067.399,0.955,1.142,0.421,0.000,60.000,51.000,0.400,4.000,49.213,50.368,47401.859,1355.171,47401.859,1355.171,84.011,0.000,"LINESTRING (-96.694311 43.546870, -96.711418 43.515460)",19067.399,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19067.399,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23403.473,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,0.814725,0.000000,0.000000,0.000000,0.814725,0.814725,0.814725,0.814725,4.264,999900.000,999900.000,999900.000,4.264,4.264,4.264,4.264,60.000,60.000,60.000,60.000,57.410,54.501,53.880,54.821,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,19067.398,19067.398,0.000,56.280,56.280,0.000,0.815,0.815,0.000,0.421,0.421,0.000,period-based
57,57,bpr,19,15,1.000000,3.000000,1.864512,3.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,19124.355,-1.000,0.000,,10:4956;14:3668;22:4599;,0.000,0.000,0.000,,,,0.000,19124.355,4.338,41.497,25.791,0.692,1.313,1.313,14564.753,14564.753,0.000,0.000,0.000,1.000,1.000,19124.356,0.955,1.142,1.303,0.583,60.000,51.000,0.400,4.000,28.159,23.677,35657.594,1382.584,35657.594,1382.584,426.366,257.622,"LINESTRING (-96.711319 43.529856, -96.731506 43.529666)",19124.356,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19124.356,0.000,0.000,0.000,0.000,0.000,0.000,0.000,14564.753,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.313057,0.000000,0.000000,0.000000,1.313057,1.313057,1.313057,1.313057,4.338,999900.000,999900.000,999900.000,4.338,4.338,4.338,4.338,60.000,60.000,60.000,60.000,36.776,25.742,24.391,31.794,54.225,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,19124.355,19124.355,0.000,41.497,41.497,0.000,1.313,1.313,0.000,1.303,1.303,0.000,period-based
58,58,bpr,19,17,1.000000,2.000000,1.243008,2.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,9921.870,-1.000,0.000,,16:3131;,0.000,0.000,0.000,,,,0.000,9921.870,7.369,16.285,10.121,0.271,2.057,2.057,4823.951,4823.951,0.000,0.000,0.000,1.000,1.000,9921.870,0.955,1.142,2.175,1.083,60.000,51.000,0.400,4.000,8.668,5.122,12332.965,1218.552,12332.965,1218.552,887.822,829.459,"LINESTRING (-96.711051 43.529593, -96.711117 43.541282)",9921.870,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9921.870,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4823.951,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,2.056793,0.000000,0.000000,0.000000,2.056793,2.056793,2.056793,2.056793,7.369,999900.000,999900.000,999900.000,7.369,7.369,7.369,7.369,60.000,60.000,60.000,60.000,6.882,5.388,5.214,6.177,42.587,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,9921.870,9921.870,0.000,16.285,16.285,0.000,2.057,2.057,0.000,2.175,2.175,0.000,period-based
59,59,bpr,19,20,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8665.485,-1.000,0.000,,18:3768;21:87;22:0;,0.000,0.000,0.000,,,,0.000,8665.485,9.402,25.527,15.865,0.425,1.732,1.732,5002.608,5002.608,0.000,0.000,0.000,1.000,1.000,8665.485,0.955,1.142,1.788,1.083,60.000,51.000,0.400,4.000,14.754,10.022,21542.537,1357.850,21542.537,1357.850,780.151,678.204,"LINESTRING (-96.711581 43.529589, -96.711450 43.515331)",8665.485,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8665.485,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5002.608,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.732194,0.000000,0.000000,0.000000,1.732194,1.732194,1.732194,1.732194,9.402,999900.000,999900.000,999900.000,9.402,9.402,9.402,9.402,60.000,60.000,60.000,60.000,14.868,10.722,10.263,12.867,45.801,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8665.485,8665.485,0.000,25.527,25.527,0.000,1.732,1.732,0.000,1.788,1.788,0.000,period-based
60,60,bpr,20,18,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,19069.441,-1.000,0.000,,7:9350;16:8118;,0.000,0.000,0.000,,,,0.000,19069.441,4.264,56.279,34.978,0.938,0.815,0.815,23403.473,23403.473,0.000,0.000,0.000,1.000,1.000,19069.441,0.955,1.142,0.421,0.000,60.000,51.000,0.400,4.000,49.209,50.367,47406.941,1355.352,47406.941,1355.352,84.056,0.000,"LINESTRING (-96.710953 43.515207, -96.693846 43.546617)",19069.441,0.000,0.000,0.000,0.000,0.000,0.000,0.000,19069.441,0.000,0.000,0.000,0.000,0.000,0.000,0.000,23403.473,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,0.814812,0.000000,0.000000,0.000000,0.814812,0.814812,0.814812,0.814812,4.264,999900.000,999900.000,999900.000,4.264,4.264,4.264,4.264,60.000,60.000,60.000,60.000,57.410,54.497,53.877,54.819,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,19069.441,19069.441,0.000,56.279,56.279,0.000,0.815,0.815,0.000,0.421,0.421,0.000,period-based
61,61,bpr,20,19,1.000000,4.000000,2.486016,4.000000,-1,0,,network_wide,-1,0,-1,-1,1,,,0700_0800,8700.801,-1.000,0.000,,15:5501;17:192;,0.000,0.000,0.000,,,,0.000,8700.801,9.490,25.289,15.717,0.421,1.739,1.739,5002.608,5002.608,0.000,0.000,0.000,1.000,1.000,8700.801,0.955,1.142,1.796,1.083,60.000,51.000,0.400,4.000,14.584,9.874,21630.332,1376.232,21630.332,1376.232,796.178,693.816,"LINESTRING (-96.710920 43.515336, -96.711051 43.529594)",8700.801,0.000,0.000,0.000,0.000,0.000,0.000,0.000,8700.801,0.000,0.000,0.000,0.000,0.000,0.000,0.000,5002.608,1999.000,1999.000,1999.000,2000.000,2000.000,2000.000,2000.000,1.739253,0.000000,0.000000,0.000000,1.739253,1.739253,1.739253,1.739253,9.490,999900.000,999900.000,999900.000,9.490,9.490,9.490,9.490,60.000,60.000,60.000,60.000,14.616,10.559,10.110,12.658,45.698,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,60.000,,8700.801,8700.801,0.000,25.289,25.289,0.000,1.739,1.739,0.000,1.796,1.796,0.000,period-based
